product_id,actual_payment,product_name,category,brand,price,sales_count,cum_ratio,ABC
P000156,140112.79,小米手机数码商品779,手机数码,小米,5353.99,5384,0.1458372474123123,A
P000150,139579.0,壳牌汽车用品商品213,汽车用品,壳牌,6764.24,8095,0.14886066422597402,A
P001116,136503.59,壳牌汽车用品商品352,汽车用品,壳牌,6222.34,2057,0.1518174646696739,A
P000742,136445.0,苹果手机数码商品581,手机数码,苹果,6001.07,8261,0.1547729959970231,A
P000422,136329.31,一加手机数码商品466,手机数码,一加,5932.99,4107,0.15772602136651923,A
P001338,133214.53,苏泊尔家用电器商品596,家用电器,苏泊尔,5546.03,1651,0.16061157757358507,A
P000066,133071.58,一加手机数码商品180,手机数码,一加,7912.1,7133,0.16349403734470058,A
P000712,131984.11,苹果手机数码商品283,手机数码,苹果,7446.03,9727,0.16635294145857288,A
P000933,131676.26,一加手机数码商品304,手机数码,一加,5212.22,5140,0.1692051772422086,A
P000102,130368.62,卡仕达汽车用品商品674,汽车用品,卡仕达,5355.07,9978,0.17202908827239136,A
P001912,130278.99,vivo手机数码商品253,手机数码,vivo,7339.04,418,0.17485105782965188,A
P000031,130014.85,卡仕达汽车用品商品278,汽车用品,卡仕达,5803.87,9207,0.17766730585776289,A
P001971,129627.6,海康威视汽车用品商品601,汽车用品,海康威视,6475.6,6425,0.18047516567445893,A
P000448,129459.03,米其林汽车用品商品646,汽车用品,米其林,7988.25,7258,0.18327937410110143,A
P001227,129438.64,三星手机数码商品242,手机数码,三星,4831.31,2102,0.18608314086052447,A
P000267,129144.78,松下家用电器商品237,家用电器,松下,3985.26,8362,0.1888805423267095,A
P001509,128965.23,三星手机数码商品747,手机数码,三星,5038.7,6047,0.1916740545653683,A
P000273,128417.44,固特异汽车用品商品630,汽车用品,固特异,7307.95,5918,0.19445570114016386,A
P000518,128054.18,一加手机数码商品882,手机数码,一加,7766.11,4421,0.19722947915026326,A
P001818,127266.11,戴森家用电器商品823,家用电器,戴森,4437.92,8405,0.1999861867981424,A
P001852,127211.83,苏泊尔家用电器商品174,家用电器,苏泊尔,6542.47,9238,0.20274171868846025,A
P000647,125754.71,博世汽车用品商品928,汽车用品,博世,6030.35,447,0.2054656879432275,A
P000328,125660.05,西门子家用电器商品565,家用电器,西门子,7472.85,9419,0.20818760677038328,A
P000206,122241.69,美的家用电器商品467,家用电器,美的,6605.2,1679,0.2108354805972227,A
P001679,121880.07999999999,戴森家用电器商品217,家用电器,戴森,7239.29,483,0.2134755215999698,A
P001270,121511.45999999999,苹果手机数码商品149,手机数码,苹果,6293.07,3305,0.21610757793521068,A
P000097,121431.44,苹果手机数码商品585,手机数码,苹果,7336.37,2837,0.21873790095947043,A
P000975,118724.81,vivo手机数码商品797,手机数码,vivo,7860.01,1998,0.22130959574703013,A
P000748,117594.20999999999,荣耀手机数码商品574,手机数码,荣耀,6288.76,6641,0.22385680063962338,A
P000848,116938.19,海尔家用电器商品961,家用电器,海尔,6518.27,6020,0.22638979550135163,A
P001118,115903.01,格力家用电器商品482,家用电器,格力,4553.3,2755,0.2289003673580636,A
P000409,115501.01,苏泊尔家用电器商品852,家用电器,苏泊尔,6282.47,8538,0.2314022315040233,A
P001524,114774.55,苏泊尔家用电器商品760,家用电器,苏泊尔,7777.89,1642,0.23388835982024897,A
P000217,114363.92,小米手机数码商品430,手机数码,小米,4976.6,4934,0.2363655934915338,A
P000785,112768.68000000001,米其林汽车用品商品918,汽车用品,米其林,4739.24,7243,0.23880827271381247,A
P001179,112676.48000000001,海康威视汽车用品商品811,汽车用品,海康威视,5688.81,7657,0.2412489547944709,A
P001561,112299.87,小米手机数码商品220,手机数码,小米,7715.39,2344,0.2436814791364566,A
P001394,111983.63,凌度汽车用品商品894,汽车用品,凌度,5688.46,1468,0.24610715341265055,A
P001969,111657.48,戴森家用电器商品595,家用电器,戴森,4478.46,2950,0.24852576296281997,A
P001764,111462.62000000001,海尔家用电器商品298,家用电器,海尔,7404.85,6189,0.25094015165598144,A
P000915,110973.81,松下家用电器商品550,家用电器,松下,3562.82,9658,0.2533439522494096,A
P001703,110545.48,vivo手机数码商品118,手机数码,vivo,5327.5,9433,0.2557384747986921,A
P000498,109580.48,三星手机数码商品800,手机数码,三星,3139.35,4953,0.2581120945099748,A
P001360,109547.83,米其林汽车用品商品647,汽车用品,米其林,5251.61,8060,0.26048500699052096,A
P000137,109246.63,美的家用电器商品703,家用电器,美的,4284.75,2017,0.2628513951862946,A
P000215,108106.23,一加手机数码商品385,手机数码,一加,4674.49,2131,0.26519308120957585,A
P000002,106807.17,华为手机数码商品302,手机数码,华为,7268.72,7265,0.2675066283305441,A
P000683,106332.25,3M汽车用品商品138,汽车用品,3M,5484.54,4365,0.2698098882226803,A
P001847,105019.38,松下家用电器商品508,家用电器,松下,5139.84,8944,0.27208471007447993,A
P001987,104817.82,格力家用电器商品958,家用电器,格力,4517.74,3757,0.274355165940759,A
P000075,104032.6,海康威视汽车用品商品685,汽车用品,海康威视,5067.22,613,0.2766086131785881,A
P001478,103985.91,OPPO手机数码商品193,手机数码,OPPO,6982.63,6231,0.2788610490656335,A
P000790,103615.43000000001,美的家用电器商品185,家用电器,美的,4538.09,7298,0.28110545999576475,A
P001301,103470.78,海尔家用电器商品536,家用电器,海尔,5937.42,5103,0.2833467376662932,A
P001635,103468.55,西门子家用电器商品795,家用电器,西门子,4826.27,235,0.28558796703285405,A
P000502,102617.56,米其林汽车用品商品189,汽车用品,米其林,5974.17,8531,0.28781076312883513,A
P001765,101710.27,壳牌汽车用品商品380,汽车用品,壳牌,7078.58,8927,0.29001390644151165,A
P000083,101618.7,壳牌汽车用品商品292,汽车用品,壳牌,3812.87,6671,0.2922150662589802,A
P000286,101340.92,美的家用电器商品230,家用电器,美的,4801.15,2639,0.2944102090916409,A
P001864,101094.23000000001,西门子家用电器商品194,家用电器,西门子,4914.63,3721,0.2966000083791138,A
P000664,100790.06,凌度汽车用品商品572,汽车用品,凌度,6298.63,3961,0.2987832190487273,A
P000493,100564.92,小米家用电器商品620,家用电器,小米,7824.59,1631,0.30096155296710003,A
P001319,100230.54999999999,3M汽车用品商品814,汽车用品,3M,5492.57,2422,0.30313264410625823,A
P000667,100133.3,一加手机数码商品200,手机数码,一加,4439.48,7306,0.30530162871588745,A
P001292,99944.19,苏泊尔家用电器商品856,家用电器,苏泊尔,7079.99,2199,0.30746651701909783,A
P000111,99480.39,海康威视汽车用品商品787,汽车用品,海康威视,3188.73,4918,0.3096213589634851,A
P001078,99171.47,凌度汽车用品商品550,汽车用品,凌度,5667.63,8020,0.3117695094003957,A
P000570,99166.98,海康威视汽车用品商品985,汽车用品,海康威视,4527.26,5490,0.31391756257954195,A
P000832,98656.35,华为手机数码商品408,手机数码,华为,5506.9,1581,0.31605455501654534,A
P000059,98274.63,小米手机数码商品870,手机数码,小米,5723.53,1584,0.3181832790273091,A
P000842,98244.95,小米家用电器商品215,家用电器,小米,6210.57,5149,0.32031136014042316,A
P001858,97454.04999999999,苹果手机数码商品126,手机数码,苹果,6302.1,3214,0.32242230959076623,A
P001883,96234.48999999999,vivo手机数码商品132,手机数码,vivo,4561.62,5698,0.32450684218607184,A
P000405,96093.57,vivo手机数码商品894,手机数码,vivo,3443.16,8899,0.3265883223172003,A
P000140,95783.14,3M汽车用品商品149,汽车用品,3M,5673.12,6828,0.3286630782327844,A
P000202,95150.29000000001,博世汽车用品商品998,汽车用品,博世,6854.76,209,0.3307241260022253,A
P001217,95103.93000000001,戴森家用电器商品301,家用电器,戴森,5563.3,4096,0.33278416956900325,A
P001477,95058.52,vivo手机数码商品296,手机数码,vivo,7468.24,6984,0.33484322951104184,A
P001064,94945.58,vivo手机数码商品347,手机数码,vivo,6741.72,4979,0.3368998430629004,A
P001092,94228.73999999999,海康威视汽车用品商品252,汽车用品,海康威视,6997.59,5328,0.33894092916357565,A
P001745,94117.86,博世汽车用品商品822,汽车用品,博世,4972.35,50,0.34097961349567335,A
P001699,92942.68000000001,凌度汽车用品商品425,汽车用品,凌度,6600.46,3246,0.3429928422866718,A
P001299,92798.34,美的家用电器商品749,家用电器,美的,7940.09,3345,0.34500294453296887,A
P001339,92437.86,苹果手机数码商品372,手机数码,苹果,6138.49,118,0.347005238432072,A
P001978,92396.58,vivo手机数码商品374,手机数码,vivo,4306.16,6701,0.34900663816625005,A
P000847,91751.81999999999,小米家用电器商品397,家用电器,小米,7887.22,7011,0.3509940717721081,A
P001897,90819.13,荣耀手机数码商品109,手机数码,荣耀,3998.3,5877,0.3529613024059723,A
P000249,90534.13,海尔家用电器商品285,家用电器,海尔,5532.33,9294,0.35492235966281066,A
P001148,90523.44,一加手机数码商品756,手机数码,一加,5548.25,849,0.35688318536385805,A
P000431,89886.43,苏泊尔家用电器商品884,家用电器,苏泊尔,4636.01,4638,0.35883021280911864,A
P001849,89642.59,3M汽车用品商品133,汽车用品,3M,3035.34,4274,0.3607719584429617,A
P001533,88805.84,美的家用电器商品656,家用电器,美的,5690.31,8906,0.36269557925846657,A
P001124,87533.92,小米手机数码商品856,手机数码,小米,4505.67,1145,0.364591649050439,A
P000459,87197.64,西门子家用电器商品362,家用电器,西门子,6583.06,1505,0.3664804346907404,A
P001184,87018.51,苏泊尔家用电器商品852,家用电器,苏泊尔,6262.61,5431,0.3683653402011237,A
P001307,86882.1,一加手机数码商品537,手机数码,一加,6905.32,4918,0.3702472909383137,A
P001646,86780.01,博世汽车用品商品972,汽车用品,博世,3654.81,3651,0.37212703030687017,A
P000091,86596.91,3M汽车用品商品347,汽车用品,3M,3293.5,9732,0.37400280355144955,A
P001353,85282.76999999999,格力家用电器商品990,家用电器,格力,4400.41,9369,0.37585011124625783,A
P001791,85128.94,一加手机数码商品190,手机数码,一加,6168.92,4954,0.37769408683374023,A
P000011,84958.94,美的家用电器商品491,家用电器,美的,6364.37,5883,0.3795343800559791,A
P000688,84179.2,华为手机数码商品474,手机数码,华为,4509.7,5571,0.38135778335189463,A
P001044,83969.05,卡仕达汽车用品商品442,汽车用品,卡仕达,6643.71,2014,0.38317663459454004,A
P000436,81593.21,海康威视汽车用品商品638,汽车用品,海康威视,5179.78,9671,0.38494402283342005,A
P000895,81017.4,米其林汽车用品商品690,汽车用品,米其林,4244.03,7656,0.38669893846800085,A
P000961,80757.36,小米手机数码商品611,手机数码,小米,7037.6,4603,0.38844822138341745,A
P000542,80671.48,vivo手机数码商品112,手机数码,vivo,3939.82,8169,0.3901956440545569,A
P000486,80320.84,西门子家用电器商品659,家用电器,西门子,4424.49,4237,0.39193547152246705,A
P001563,80024.7,华为手机数码商品778,手机数码,华为,4862.05,7812,0.39366888431012304,A
P001269,79708.81,壳牌汽车用品商品499,汽车用品,壳牌,5677.6,7274,0.3953954546133274,A
P001057,78640.73,vivo手机数码商品640,手机数码,vivo,5078.01,2406,0.3970988892655361,A
P001882,78628.15000000001,小米家用电器商品288,家用电器,小米,5449.44,8724,0.3988020514227167,A
P001340,77544.6,3M汽车用品商品199,汽车用品,3M,2083.01,118,0.40048174283366444,A
P001332,77494.47,苏泊尔家用电器商品286,家用电器,苏泊尔,4269.6,1806,0.40216034838008474,A
P000778,77353.05,美的家用电器商品781,家用电器,美的,2877.08,5633,0.40383589063184194,A
P001917,77078.36,凌度汽车用品商品651,汽车用品,凌度,5997.84,8646,0.4055054828311948,A
P001623,76614.06,雅诗兰黛美妆护肤商品194,美妆护肤,雅诗兰黛,1795.17,7021,0.4071650178412385,A
P001484,76605.49,卡仕达汽车用品商品317,汽车用品,卡仕达,2639.88,4590,0.4088243672167519,A
P000997,75456.67,华为手机数码商品146,手机数码,华为,4350.61,8366,0.4104588320343887,A
P000656,75278.42,戴森家用电器商品155,家用电器,戴森,5316.96,1900,0.41208943578376284,A
P000586,75207.3,壳牌汽车用品商品441,汽车用品,壳牌,4001.57,755,0.4137184990048069,A
P001345,75181.08,荣耀手机数码商品991,手机数码,荣耀,5737.31,2275,0.41534699427516447,A
P001881,74967.86,一加手机数码商品493,手机数码,一加,3830.15,3677,0.41697087099306784,A
P001979,74888.46,三星手机数码商品367,手机数码,三星,5562.42,6737,0.41859302782979285,A
P001973,74772.25,海尔家用电器商品873,家用电器,海尔,6229.52,6874,0.4202126674449593,A
P000054,73446.38,博世汽车用品商品183,汽车用品,博世,4051.78,1892,0.4218035874271528,A
P001445,73420.09,3M汽车用品商品721,汽车用品,3M,3864.89,2761,0.4233939379423919,A
P001593,73157.55,卡仕达汽车用品商品558,汽车用品,卡仕达,6390.14,5554,0.4249786015860367,A
P001295,73111.0,戴森家用电器商品450,家用电器,戴森,2316.87,8836,0.4265622569114339,A
P001458,72905.33,苏泊尔家用电器商品504,家用电器,苏泊尔,3307.32,5971,0.42814145722471564,A
P001441,72877.44,米其林汽车用品商品591,汽车用品,米其林,4233.54,8722,0.4297200534134878,A
P001334,72806.77,小米手机数码商品928,手机数码,小米,6193.74,4249,0.43129711882136723,A
P000925,72666.52,格力家用电器商品549,家用电器,格力,5235.15,6656,0.4328711462779207,A
P000173,72492.03,OPPO手机数码商品663,手机数码,OPPO,5324.88,6607,0.43444139411146643,A
P001072,72458.92,米其林汽车用品商品831,汽车用品,米其林,3332.49,4057,0.4360109247502285,A
P001880,72237.01999999999,vivo手机数码商品975,手机数码,vivo,5073.11,8115,0.4375756488192992,A
P000452,72020.25,小米家用电器商品884,家用电器,小米,4626.79,4162,0.439135677439465,A
P000061,71982.84,美的家用电器商品960,家用电器,美的,3403.3,8561,0.4406948957226675,A
P000115,71878.41,戴森家用电器商品328,家用电器,戴森,6081.57,5031,0.4422518519505619,A
P000306,71379.09,固特异汽车用品商品804,汽车用品,固特异,6532.15,6698,0.443797992421907,A
P000026,71099.34,苹果手机数码商品251,手机数码,苹果,4899.57,2320,0.4453380732363293,A
P001762,70813.56,米其林汽车用品商品465,汽车用品,米其林,4233.74,4003,0.4468719637781675,A
P001830,70038.34,华为手机数码商品552,手机数码,华为,6225.14,9937,0.44838906230127595,A
P001266,69739.8,博世汽车用品商品257,汽车用品,博世,3804.93,2915,0.4498996941577974,A
P000695,69739.17,博世汽车用品商品611,汽车用品,博世,4504.55,7361,0.4514103123679065,A
P001728,69079.86,戴森家用电器商品494,家用电器,戴森,7812.99,8412,0.4529066492825527,A
P000320,68543.8,小米手机数码商品755,手机数码,小米,4207.76,175,0.4543913746165375,A
P001296,67376.54,OPPO手机数码商品920,手机数码,OPPO,5655.12,3644,0.45585081596432153,A
P000416,67124.61,苹果手机数码商品695,手机数码,苹果,6376.06,7786,0.45730480026342446,A
P000597,65951.64,海康威视汽车用品商品731,汽车用品,海康威视,3167.18,5444,0.4587333768921764,A
P000363,65901.28,OPPO手机数码商品933,手机数码,OPPO,2407.17,1577,0.4601608626743774,A
P001111,65635.74,西门子家用电器商品870,家用电器,西门子,4977.53,3874,0.46158259660206796,A
P001876,65184.81,松下家用电器商品859,家用电器,松下,4647.24,2011,0.46299456294764535,A
P001661,64503.0,一加手机数码商品111,手机数码,一加,5216.71,9720,0.4643917606258893,A
P001139,64321.98,六福珠宝珠宝首饰商品339,珠宝首饰,六福珠宝,1961.23,5947,0.4657850372349782,A
P000893,64317.28999999999,小米家用电器商品511,家用电器,小米,2384.49,8443,0.46717821225410827,A
P000139,64237.97,周大福珠宝首饰商品708,珠宝首饰,周大福,1989.63,1771,0.46856966912493764,A
P001628,64060.68,海尔家用电器商品840,家用电器,海尔,5509.72,2369,0.4699572857220375,A
P000446,64059.21,海康威视汽车用品商品819,汽车用品,海康威视,5489.32,1705,0.47134487047750856,A
P001240,63914.22,小米手机数码商品434,手机数码,小米,6947.81,6731,0.47272931460864626,A
P000902,63856.65,OPPO手机数码商品916,手机数码,OPPO,6704.22,7604,0.47411251171762475,A
P000920,63536.729999999996,苹果手机数码商品807,手机数码,苹果,7380.93,3926,0.4754887790484344,A
P000337,63362.16,松下家用电器商品195,家用电器,松下,3491.98,5603,0.47686126502335846,A
P000077,63341.21,凌度汽车用品商品139,汽车用品,凌度,3468.45,5431,0.4782332972009187,A
P001423,63312.15,凌度汽车用品商品167,汽车用品,凌度,2970.18,1457,0.479604699910632,A
P001267,62394.9,美的家用电器商品791,家用电器,美的,4492.24,7242,0.48095623409375937,A
P000037,61412.850000000006,戴森家用电器商品427,家用电器,戴森,1759.16,1453,0.482286496119314,A
P000932,60858.3,米其林汽车用品商品745,汽车用品,米其林,3825.54,2229,0.4836047460528346,A
P000410,59423.59,固特异汽车用品商品584,汽车用品,固特异,3418.42,5113,0.48489191877318755,A
P000966,59258.06,格力家用电器商品136,家用电器,格力,4026.86,2679,0.48617550595284187,A
P001012,59057.86,米其林汽车用品商品765,汽车用品,米其林,2313.35,8824,0.48745475660589765,A
P000808,58746.19,华为手机数码商品883,手机数码,华为,2579.13,1093,0.48872725618380386,A
P000008,58505.24,博世汽车用品商品610,汽车用品,博世,3589.94,9022,0.4899945365505017,A
P000789,58500.34,固特异汽车用品商品697,汽车用品,固特异,4448.25,4553,0.49126171077843656,A
P000390,58144.69,荣耀手机数码商品873,手机数码,荣耀,4078.0,149,0.4925211812816724,A
P000531,58056.1,ZARA服装鞋包商品284,服装鞋包,ZARA,1568.53,8952,0.4937787328393969,A
P000359,57761.22,格力家用电器商品919,家用电器,格力,7693.61,2450,0.49502989700969197,A
P001088,57619.979999999996,华为手机数码商品660,手机数码,华为,3114.87,732,0.4962780017842988,A
P001991,56994.74,小米手机数码商品389,手机数码,小米,2761.0,3768,0.4975125632527595,A
P001522,56985.33,vivo手机数码商品266,手机数码,vivo,7139.4,6458,0.4987469208914735,A
P001758,56905.6,海康威视汽车用品商品359,汽车用品,海康威视,3232.17,222,0.4999795515008883,A
P000916,56774.619999999995,荣耀手机数码商品646,手机数码,荣耀,3310.29,1850,0.5012093449561879,A
P001107,56567.55,米其林汽车用品商品160,汽车用品,米其林,5108.57,5329,0.5024346530740111,A
P001705,54822.74,苹果手机数码商品445,手机数码,苹果,5335.82,1137,0.5036221669112431,A
P000329,54792.05,vivo手机数码商品279,手机数码,vivo,3553.51,1744,0.5048090159732438,A
P001833,54368.84,松下家用电器商品602,家用电器,松下,3781.36,4687,0.5059866978952756,A
P001508,53701.25,固特异汽车用品商品943,汽车用品,固特异,2074.79,1903,0.5071499191689962,A
P000547,53326.39,卡仕达汽车用品商品137,汽车用品,卡仕达,1590.31,531,0.5083050206107452,A
P000163,53198.7,海康威视汽车用品商品285,汽车用品,海康威视,5084.92,5875,0.5094573561629769,A
P000536,52957.81,卡仕达汽车用品商品187,汽车用品,卡仕达,4428.63,6292,0.5106044738036586,A
P001811,52805.15,壳牌汽车用品商品702,汽车用品,壳牌,4197.23,4508,0.5117482846803515,A
P001422,52284.0,海尔家用电器商品376,家用电器,海尔,1434.66,1802,0.512880806941476,A
P001856,51798.65,荣耀手机数码商品619,手机数码,荣耀,2189.34,5738,0.5140028160498301,A
P000791,51422.72,壳牌汽车用品商品624,汽车用品,壳牌,3458.18,8035,0.5151166821489727,A
P000743,51421.86,一加手机数码商品643,手机数码,一加,3457.4,1605,0.5162305296196793,A
P000746,51034.3,海尔家用电器商品116,家用电器,海尔,4098.37,4994,0.5173359821640696,A
P000904,51020.58,格力家用电器商品379,家用电器,格力,1523.23,4233,0.5184411375199238,A
P001252,50642.009999999995,七匹狼服装鞋包商品815,服装鞋包,七匹狼,1894.09,3927,0.5195380926816002,A
P001456,50365.090000000004,海尔家用电器商品641,家用电器,海尔,4357.39,2518,0.5206290494869046,A
P001037,50360.2,潘多拉珠宝首饰商品254,珠宝首饰,潘多拉,1714.15,8444,0.5217199003700559,A
P001908,50283.62,戴森家用电器商品684,家用电器,戴森,3285.2,6815,0.5228090924559697,A
P001071,49748.46,戴森家用电器商品406,家用电器,戴森,2634.02,9384,0.5238866924560972,A
P000049,49164.41,西门子家用电器商品519,家用电器,西门子,5728.98,8849,0.5249516413655159,A
P000039,48300.66,海尔家用电器商品458,家用电器,海尔,2424.93,1770,0.5259978806103519,A
P001725,48287.92,苏泊尔家用电器商品207,家用电器,苏泊尔,3053.38,9675,0.5270438438944043,A
P000043,48071.53,固特异汽车用品商品266,汽车用品,固特异,3884.66,547,0.5280851199607213,A
P000259,47669.270000000004,卡仕达汽车用品商品998,汽车用品,卡仕达,4099.65,7296,0.529117682684433,A
P001727,47626.520000000004,米其林汽车用品商品968,汽车用品,米其林,4283.84,2130,0.530149319401591,A
P001298,47310.28,3M汽车用品商品166,汽车用品,3M,7024.0,1146,0.5311741060529573,A
P001189,47294.38,松下家用电器商品278,家用电器,松下,2142.09,4292,0.5321985482948683,A
P001163,47279.03,荣耀手机数码商品156,手机数码,荣耀,2761.03,7075,0.533222658040859,A
P000548,47263.740000000005,博世汽车用品商品439,汽车用品,博世,7402.89,803,0.5342464365905873,A
P000968,47167.3,荣耀手机数码商品465,手机数码,荣耀,7916.14,9189,0.535268126156174,A
P001380,46941.0,一加手机数码商品445,手机数码,一加,3668.28,7756,0.5362849138437925,A
P000282,46869.84,格力家用电器商品291,家用电器,格力,1680.18,9863,0.537300160136642,A
P000868,45451.63,博世汽车用品商品823,汽车用品,博世,1731.08,7056,0.5382846866223621,A
P001700,45127.05,美的家用电器商品921,家用电器,美的,4204.51,766,0.5392621823897837,A
P001419,44872.93,固特异汽车用品商品831,汽车用品,固特异,3291.07,8379,0.5402341736709956,A
P001831,44739.53,3M汽车用品商品278,汽车用品,3M,2908.69,7364,0.5412032753785398,A
P000015,44696.99,荣耀手机数码商品642,手机数码,荣耀,3180.75,9568,0.5421714556283344,A
P000606,44580.659999999996,七匹狼服装鞋包商品937,服装鞋包,七匹狼,1442.83,1752,0.5431371160572538,A
P001784,44579.09,老凤祥珠宝首饰商品799,珠宝首饰,老凤祥,1546.94,4096,0.544102742478447,A
P001927,44485.03,米其林汽车用品商品720,汽车用品,米其林,2452.09,4700,0.545066331468612,A
P001997,44142.81,松下家用电器商品903,家用电器,松下,2927.95,8394,0.5460225076409322,A
P001726,43942.520000000004,施华洛世奇珠宝首饰商品878,珠宝首饰,施华洛世奇,1891.54,7438,0.5469743453371664,A
P001610,43839.13,壳牌汽车用品商品457,汽车用品,壳牌,3994.08,8767,0.5479239435055033,A
P001670,43350.03,ZARA服装鞋包商品606,服装鞋包,ZARA,1697.02,3407,0.548862947292425,A
P000028,43322.59,海澜之家服装鞋包商品821,服装鞋包,海澜之家,1886.75,6481,0.5498013567022744,A
P001642,42909.18,博世汽车用品商品818,汽车用品,博世,5152.82,1625,0.5507308112496808,A
P001329,42897.34,华为手机数码商品171,手机数码,华为,6303.08,6845,0.5516600093311784,A
P001246,42743.7,七匹狼服装鞋包商品719,服装鞋包,七匹狼,1624.75,8615,0.5525858794209348,A
P001432,42480.96,小米手机数码商品773,手机数码,小米,1447.76,6206,0.5535060583069027,A
P001693,42074.75,卡仕达汽车用品商品480,汽车用品,卡仕达,1587.8,5151,0.5544174382894259,A
P001467,41789.37,兰蔻美妆护肤商品210,美妆护肤,兰蔻,1595.79,2066,0.5553226366637539,A
P000679,41611.11,H&M服装鞋包商品653,服装鞋包,H&M,1548.98,3578,0.5562239737532095,A
P001206,41395.95,3M汽车用品商品312,汽车用品,3M,2146.45,3325,0.5571206502679252,A
P000438,41194.4,OPPO手机数码商品771,手机数码,OPPO,4185.54,1310,0.5580129610137301,A
P001617,40926.34,潮宏基珠宝首饰商品163,珠宝首饰,潮宏基,1876.1,5922,0.5588994653193752,A
P000242,40909.43,欧莱雅美妆护肤商品239,美妆护肤,欧莱雅,1506.17,8941,0.5597856033379834,A
P001529,40545.12,3M汽车用品商品911,汽车用品,3M,7747.71,1742,0.5606638500478749,A
P000065,40422.76,SK-II美妆护肤商品316,美妆护肤,SK-II,1626.5,2067,0.5615394463212299,A
P001571,40387.86,海康威视汽车用品商品667,汽车用品,海康威视,5835.55,4227,0.5624142866266613,A
P000600,39824.56,波司登服装鞋包商品417,服装鞋包,波司登,1384.73,7625,0.5632769253065535,A
P001172,39774.28,欧莱雅美妆护肤商品240,美妆护肤,欧莱雅,1604.2,991,0.5641384748727726,A
P001704,39671.89,荣耀手机数码商品391,手机数码,荣耀,1482.94,6599,0.5649978065720664,A
